Filename,Transcript,Word_Count
pbbc5s.mpg,place blue by c five soon,6
pbbc6p.mpg,place blue by c six please,6
pbbc7a.mpg,place blue by c seven again,6
pbbi8n.mpg,place blue by i eight now,6
pbbi9s.mpg,place blue by i nine soon,6
pbbj1a.mpg,place blue by j one again,6
pbbjzp.mpg,place blue by j zero please,6
pbbp2n.mpg,place blue by p two now,6
pbbp3s.mpg,place blue by p three soon,6
pbbp4p.mpg,place blue by p four please,6
pbbp5a.mpg,place blue by p five again,6
pbbv6n.mpg,place blue by v six now,6
pbbv7s.mpg,place blue by v seven soon,6
pbbv8p.mpg,place blue by v eight please,6
pbbv9a.mpg,place blue by v nine again,6
pbib6n.mpg,place blue in b six now,6
pbib7s.mpg,place blue in b seven soon,6
pbib8p.mpg,place blue in b eight please,6
pbib9a.mpg,place blue in b nine again,6
pbii1s.mpg,place blue in i one soon,6
pbii2p.mpg,place blue in i two please,6
pbii3a.mpg,place blue in i three again,6
pbiizn.mpg,place blue in i zero now,6
pbio4n.mpg,place blue in o four now,6
pbio5s.mpg,place blue in o five soon,6
pbio6p.mpg,place blue in o six please,6
pbio7a.mpg,place blue in o seven again,6
pbiu8n.mpg,place blue in u eight now,6
pbiu9s.mpg,place blue in u nine soon,6
pbiv1a.mpg,place blue in v one again,6
pbivzp.mpg,place blue in v zero please,6
pbwc8n.mpg,place blue with c eight now,6
pbwc9s.mpg,place blue with c nine soon,6
pbwd1a.mpg,place blue with d one again,6
pbwdzp.mpg,place blue with d zero please,6
pbwj2n.mpg,place blue with j two now,6
pbwj3s.mpg,place blue with j three soon,6
pbwj4p.mpg,place blue with j four please,6
pbwj5a.mpg,place blue with j five again,6
pbwp6n.mpg,place blue with p six now,6
pbwp7s.mpg,place blue with p seven soon,6
pbwp8p.mpg,place blue with p eight please,6
pbwp9a.mpg,place blue with p nine again,6
pbwx1s.mpg,place blue with x one soon,6
pbwx2p.mpg,place blue with x two please,6
pbwx3a.mpg,place blue with x three again,6
pbwxzn.mpg,place blue with x zero now,6
pgad8n.mpg,place green at d eight now,6
pgad9s.mpg,place green at d nine soon,6
pgae1a.mpg,place green at e one again,6
pgaezp.mpg,place green at e zero please,6
pgak2n.mpg,place green at k two now,6
pgak3s.mpg,place green at k three soon,6
pgak4p.mpg,place green at k four please,6
pgak5a.mpg,place green at k five again,6
pgaq6n.mpg,place green at q six now,6
pgaq7s.mpg,place green at q seven soon,6
pgaq8p.mpg,place green at q eight please,6
pgaq9a.mpg,place green at q nine again,6
pgay1s.mpg,place green at y one soon,6
pgay2p.mpg,place green at y two please,6
pgay3a.mpg,place green at y three again,6
pgayzn.mpg,place green at y zero now,6
pgbe2n.mpg,place green by e two now,6
pgbe3s.mpg,place green by e three soon,6
pgbe4p.mpg,place green by e four please,6
pgbe5a.mpg,place green by e five again,6
pgbk6n.mpg,place green by k six now,6
pgbk7s.mpg,place green by k seven soon,6
pgbk8p.mpg,place green by k eight please,6
pgbk9a.mpg,place green by k nine again,6
pgbr1s.mpg,place green by r one soon,6
pgbr2p.mpg,place green by r two please,6
pgbr3a.mpg,place green by r three again,6
pgbrzn.mpg,place green by r zero now,6
pgby4n.mpg,place green by y four now,6
pgby5s.mpg,place green by y five soon,6
pgby6p.mpg,place green by y six please,6
pgby7a.mpg,place green by y seven again,6
pgid4n.mpg,place green in d four now,6
pgid5s.mpg,place green in d five soon,6
pgid6p.mpg,place green in d six please,6
pgid7a.mpg,place green in d seven again,6
pgij8n.mpg,place green in j eight now,6
pgij9s.mpg,place green in j nine soon,6
pgik1a.mpg,place green in k one again,6
pgikzp.mpg,place green in k zero please,6
pgiq2n.mpg,place green in q two now,6
pgiq3s.mpg,place green in q three soon,6
pgiq4p.mpg,place green in q four please,6
pgiq5a.mpg,place green in q five again,6
pgix6n.mpg,place green in x six now,6
pgix7s.mpg,place green in x seven soon,6
pgix8p.mpg,place green in x eight please,6
pgix9a.mpg,place green in x nine again,6
pgwe6n.mpg,place green with e six now,6
pgwe7s.mpg,place green with e seven soon,6
pgwe8p.mpg,place green with e eight please,6
pgwe9a.mpg,place green with e nine again,6
pgwl1s.mpg,place green with l one soon,6
pgwl2p.mpg,place green with l two please,6
pgwl3a.mpg,place green with l three again,6
pgwlzn.mpg,place green with l zero now,6
pgwr4n.mpg,place green with r four now,6
pgwr5s.mpg,place green with r five soon,6
pgwr6p.mpg,place green with r six please,6
pgwr7a.mpg,place green with r seven again,6
pgwy8n.mpg,place green with y eight now,6
pgwy9s.mpg,place green with y nine soon,6
pgwz1a.mpg,place green with z one again,6
pgwzzp.mpg,place green with z zero please,6
prac6n.mpg,place red at c six now,6
prac7s.mpg,place red at c seven soon,6
prac8p.mpg,place red at c eight please,6
prac9a.mpg,place red at c nine again,6
praj1s.mpg,place red at j one soon,6
praj2p.mpg,place red at j two please,6
praj3a.mpg,place red at j three again,6
prajzn.mpg,place red at j zero now,6
prap4n.mpg,place red at p four now,6
prap5s.mpg,place red at p five soon,6
prap6p.mpg,place red at p six please,6
prap7a.mpg,place red at p seven again,6
prav8n.mpg,place red at v eight now,6
prav9s.mpg,place red at v nine soon,6
prax1a.mpg,place red at x one again,6
praxzp.mpg,place red at x zero please,6
prbd1s.mpg,place red by d one soon,6
prbd2p.mpg,place red by d two please,6
prbd3a.mpg,place red by d three again,6
prbdzn.mpg,place red by d zero now,6
prbj4n.mpg,place red by j four now,6
prbj5s.mpg,place red by j five soon,6
prbj6p.mpg,place red by j six please,6
prbj7a.mpg,place red by j seven again,6
prbp8n.mpg,place red by p eight now,6
prbp9s.mpg,place red by p nine soon,6
prbq1a.mpg,place red by q one again,6
prbqzp.mpg,place red by q zero please,6
prbx2n.mpg,place red by x two now,6
prbx3s.mpg,place red by x three soon,6
prbx4p.mpg,place red by x four please,6
prbx5a.mpg,place red by x five again,6
pric2n.mpg,place red in c two now,6
pric3s.mpg,place red in c three soon,6
pric4p.mpg,place red in c four please,6
pric5a.mpg,place red in c five again,6
prii6n.mpg,place red in i six now,6
prii7s.mpg,place red in i seven soon,6
prii8p.mpg,place red in i eight please,6
prii9a.mpg,place red in i nine again,6
prip1s.mpg,place red in p one soon,6
prip2p.mpg,place red in p two please,6
prip3a.mpg,place red in p three again,6
pripzn.mpg,place red in p zero now,6
priv4n.mpg,place red in v four now,6
priv5s.mpg,place red in v five soon,6
priv6p.mpg,place red in v six please,6
priv7a.mpg,place red in v seven again,6
prwd4n.mpg,place red with d four now,6
prwd5s.mpg,place red with d five soon,6
prwd6p.mpg,place red with d six please,6
prwd7a.mpg,place red with d seven again,6
prwj8n.mpg,place red with j eight now,6
prwj9s.mpg,place red with j nine soon,6
prwk1a.mpg,place red with k one again,6
prwkzp.mpg,place red with k zero please,6
prwq2n.mpg,place red with q two now,6
prwq3s.mpg,place red with q three soon,6
prwq4p.mpg,place red with q four please,6
prwq5a.mpg,place red with q five again,6
prwx6n.mpg,place red with x six now,6
prwx7s.mpg,place red with x seven soon,6
prwx8p.mpg,place red with x eight please,6
prwx9a.mpg,place red with x nine again,6
pwad2n.mpg,place white at d two now,6
pwad3s.mpg,place white at d three soon,6
pwad4p.mpg,place white at d four please,6
pwad5a.mpg,place white at d five again,6
pwaj6n.mpg,place white at j six now,6
pwaj7s.mpg,place white at j seven soon,6
pwaj8p.mpg,place white at j eight please,6
pwaj9a.mpg,place white at j nine again,6
pwaq1s.mpg,place white at q one soon,6
pwaq2p.mpg,place white at q two please,6
pwaq3a.mpg,place white at q three again,6
pwaqzn.mpg,place white at q zero now,6
pwax4n.mpg,place white at x four now,6
pwax5s.mpg,place white at x five soon,6
pwax6p.mpg,place white at x six please,6
pwax7a.mpg,place white at x seven again,6
pwbd6n.mpg,place white by d six now,6
pwbd7s.mpg,place white by d seven soon,6
pwbd8p.mpg,place white by d eight please,6
pwbd9a.mpg,place white by d nine again,6
pwbk1s.mpg,place white by k one soon,6
pwbk2p.mpg,place white by k two please,6
pwbk3a.mpg,place white by k three again,6
pwbkzn.mpg,place white by k zero now,6
pwbq4n.mpg,place white by q four now,6
pwbq5s.mpg,place white by q five soon,6
pwbq6p.mpg,place white by q six please,6
pwbq7a.mpg,place white by q seven again,6
pwbx8n.mpg,place white by x eight now,6
pwbx9s.mpg,place white by x nine soon,6
pwby1a.mpg,place white by y one again,6
pwbyzp.mpg,place white by y zero please,6
pwic8n.mpg,place white in c eight now,6
pwic9s.mpg,place white in c nine soon,6
pwid1a.mpg,place white in d one again,6
pwidzp.mpg,place white in d zero please,6
pwij2n.mpg,place white in j two now,6
pwij3s.mpg,place white in j three soon,6
pwij4p.mpg,place white in j four please,6
pwij5a.mpg,place white in j five again,6
pwip6n.mpg,place white in p six now,6
pwip7s.mpg,place white in p seven soon,6
pwip8p.mpg,place white in p eight please,6
pwip9a.mpg,place white in p nine again,6
pwix1s.mpg,place white in x one soon,6
pwix2p.mpg,place white in x two please,6
pwix3a.mpg,place white in x three again,6
pwixzn.mpg,place white in x zero now,6
pwwe1s.mpg,place white with e one soon,6
pwwe2p.mpg,place white with e two please,6
pwwe3a.mpg,place white with e three again,6
pwwezn.mpg,place white with e zero now,6
pwwk4n.mpg,place white with k four now,6
pwwk5s.mpg,place white with k five soon,6
pwwk6p.mpg,place white with k six please,6
pwwk7a.mpg,place white with k seven again,6
pwwq8n.mpg,place white with q eight now,6
pwwq9s.mpg,place white with q nine soon,6
pwwr1a.mpg,place white with r one again,6
pwwrzp.mpg,place white with r zero please,6
pwwy2n.mpg,place white with y two now,6
pwwy3s.mpg,place white with y three soon,6
pwwy4p.mpg,place white with y four please,6
pwwy5a.mpg,place white with y five again,6
sbaa4n.mpg,set blue at a four now,6
sbaa5s.mpg,set blue at a five soon,6
sbaa6p.mpg,set blue at a six please,6
sbaa7a.mpg,set blue at a seven again,6
sbag8n.mpg,set blue at g eight now,6
sbag9s.mpg,set blue at g nine soon,6
sbah1a.mpg,set blue at h one again,6
sbahzp.mpg,set blue at h zero please,6
sban2n.mpg,set blue at n two now,6
sban3s.mpg,set blue at n three soon,6
sban4p.mpg,set blue at n four please,6
sban5a.mpg,set blue at n five again,6
sbat6n.mpg,set blue at t six now,6
sbat7s.mpg,set blue at t seven soon,6
sbat8p.mpg,set blue at t eight please,6
sbat9a.mpg,set blue at t nine again,6
sbba8n.mpg,set blue by a eight now,6
sbba9s.mpg,set blue by a nine soon,6
sbbb1a.mpg,set blue by b one again,6
sbbbzp.mpg,set blue by b zero please,6
sbbh2n.mpg,set blue by h two now,6
sbbh3s.mpg,set blue by h three soon,6
sbbh4p.mpg,set blue by h four please,6
sbbh5a.mpg,set blue by h five again,6
sbbn6n.mpg,set blue by n six now,6
sbbn7s.mpg,set blue by n seven soon,6
sbbn8p.mpg,set blue by n eight please,6
sbbn9a.mpg,set blue by n nine again,6
sbbu1s.mpg,set blue by u one soon,6
sbbu2p.mpg,set blue by u two please,6
sbbu3a.mpg,set blue by u three again,6
sbbuzn.mpg,set blue by u zero now,6
sbia1s.mpg,set blue in a one soon,6
sbia2p.mpg,set blue in a two please,6
sbia3a.mpg,set blue in a three again,6
sbiazn.mpg,set blue in a zero now,6
sbig4n.mpg,set blue in g four now,6
sbig5s.mpg,set blue in g five soon,6
sbig6p.mpg,set blue in g six please,6
sbig7a.mpg,set blue in g seven again,6
sbim8n.mpg,set blue in m eight now,6
sbim9s.mpg,set blue in m nine soon,6
sbin1a.mpg,set blue in n one again,6
sbinzp.mpg,set blue in n zero please,6
sbit2n.mpg,set blue in t two now,6
sbit3s.mpg,set blue in t three soon,6
sbit4p.mpg,set blue in t four please,6
sbit5a.mpg,set blue in t five again,6
sbwb2n.mpg,set blue with b two now,6
sbwb3s.mpg,set blue with b three soon,6
sbwb4p.mpg,set blue with b four please,6
sbwb5a.mpg,set blue with b five again,6
sbwh6n.mpg,set blue with h six now,6
sbwh7s.mpg,set blue with h seven soon,6
sbwh8p.mpg,set blue with h eight please,6
sbwh9a.mpg,set blue with h nine again,6
sbwo1s.mpg,set blue with o one soon,6
sbwo2p.mpg,set blue with o two please,6
sbwo3a.mpg,set blue with o three again,6
sbwozn.mpg,set blue with o zero now,6
sbwu4n.mpg,set blue with u four now,6
sbwu5s.mpg,set blue with u five soon,6
sbwu6p.mpg,set blue with u six please,6
sbwu7a.mpg,set blue with u seven again,6
sgac2n.mpg,set green at c two now,6
sgac3s.mpg,set green at c three soon,6
sgac4p.mpg,set green at c four please,6
sgac5a.mpg,set green at c five again,6
sgai6n.mpg,set green at i six now,6
sgai7s.mpg,set green at i seven soon,6
sgai8p.mpg,set green at i eight please,6
sgai9a.mpg,set green at i nine again,6
sgap1s.mpg,set green at p one soon,6
sgap2p.mpg,set green at p two please,6
sgap3a.mpg,set green at p three again,6
sgapzn.mpg,set green at p zero now,6
sgav4n.mpg,set green at v four now,6
sgav5s.mpg,set green at v five soon,6
sgav6p.mpg,set green at v six please,6
sgav7a.mpg,set green at v seven again,6
sgbc6n.mpg,set green by c six now,6
sgbc7s.mpg,set green by c seven soon,6
sgbc8p.mpg,set green by c eight please,6
sgbc9a.mpg,set green by c nine again,6
sgbj1s.mpg,set green by j one soon,6
sgbj2p.mpg,set green by j two please,6
sgbj3a.mpg,set green by j three again,6
sgbjzn.mpg,set green by j zero now,6
sgbp4n.mpg,set green by p four now,6
sgbp5s.mpg,set green by p five soon,6
sgbp6p.mpg,set green by p six please,6
sgbp7a.mpg,set green by p seven again,6
sgbv8n.mpg,set green by v eight now,6
sgbv9s.mpg,set green by v nine soon,6
sgbx1a.mpg,set green by x one again,6
sgbxzp.mpg,set green by x zero please,6
sgib8n.mpg,set green in b eight now,6
sgib9s.mpg,set green in b nine soon,6
sgic1a.mpg,set green in c one again,6
sgiczp.mpg,set green in c zero please,6
sgii2n.mpg,set green in i two now,6
sgii3s.mpg,set green in i three soon,6
sgii4p.mpg,set green in i four please,6
sgii5a.mpg,set green in i five again,6
sgio6n.mpg,set green in o six now,6
sgio7s.mpg,set green in o seven soon,6
sgio8p.mpg,set green in o eight please,6
sgio9a.mpg,set green in o nine again,6
sgiv1s.mpg,set green in v one soon,6
sgiv2p.mpg,set green in v two please,6
sgiv3a.mpg,set green in v three again,6
sgivzn.mpg,set green in v zero now,6
sgwd1s.mpg,set green with d one soon,6
sgwd2p.mpg,set green with d two please,6
sgwd3a.mpg,set green with d three again,6
sgwdzn.mpg,set green with d zero now,6
sgwj4n.mpg,set green with j four now,6
sgwj5s.mpg,set green with j five soon,6
sgwj6p.mpg,set green with j six please,6
sgwj7a.mpg,set green with j seven again,6
sgwp8n.mpg,set green with p eight now,6
sgwp9s.mpg,set green with p nine soon,6
sgwq1a.mpg,set green with q one again,6
sgwqzp.mpg,set green with q zero please,6
sgwx2n.mpg,set green with x two now,6
sgwx3s.mpg,set green with x three soon,6
sgwx4p.mpg,set green with x four please,6
sgwx5a.mpg,set green with x five again,6
srab1s.mpg,set red at b one soon,6
srab2p.mpg,set red at b two please,6
srab3a.mpg,set red at b three again,6
srabzn.mpg,set red at b zero now,6
srah4n.mpg,set red at h four now,6
srah5s.mpg,set red at h five soon,6
srah6p.mpg,set red at h six please,6
srah7a.mpg,set red at h seven again,6
sran8n.mpg,set red at n eight now,6
sran9s.mpg,set red at n nine soon,6
srao1a.mpg,set red at o one again,6
sraozp.mpg,set red at o zero please,6
srau2n.mpg,set red at u two now,6
srau3s.mpg,set red at u three soon,6
srau4p.mpg,set red at u four please,6
srau5a.mpg,set red at u five again,6
srbb4n.mpg,set red by b four now,6
srbb5s.mpg,set red by b five soon,6
srbb6p.mpg,set red by b six please,6
srbb7a.mpg,set red by b seven again,6
srbh8n.mpg,set red by h eight now,6
srbh9s.mpg,set red by h nine soon,6
srbi1a.mpg,set red by i one again,6
srbizp.mpg,set red by i zero please,6
srbo2n.mpg,set red by o two now,6
srbo3s.mpg,set red by o three soon,6
srbo4p.mpg,set red by o four please,6
srbo5a.mpg,set red by o five again,6
srbu6n.mpg,set red by u six now,6
srbu7s.mpg,set red by u seven soon,6
srbu8p.mpg,set red by u eight please,6
srbu9a.mpg,set red by u nine again,6
sria6n.mpg,set red in a six now,6
sria7s.mpg,set red in a seven soon,6
sria8p.mpg,set red in a eight please,6
sria9a.mpg,set red in a nine again,6
srih1s.mpg,set red in h one soon,6
srih2p.mpg,set red in h two please,6
srih3a.mpg,set red in h three again,6
srihzn.mpg,set red in h zero now,6
srin4n.mpg,set red in n four now,6
srin5s.mpg,set red in n five soon,6
srin6p.mpg,set red in n six please,6
srin7a.mpg,set red in n seven again,6
srit8n.mpg,set red in t eight now,6
srit9s.mpg,set red in t nine soon,6
sriu1a.mpg,set red in u one again,6
sriuzp.mpg,set red in u zero please,6
srwb8n.mpg,set red with b eight now,6
srwb9s.mpg,set red with b nine soon,6
srwc1a.mpg,set red with c one again,6
srwczp.mpg,set red with c zero please,6
srwi2n.mpg,set red with i two now,6
srwi3s.mpg,set red with i three soon,6
srwi4p.mpg,set red with i four please,6
srwi5a.mpg,set red with i five again,6
srwo6n.mpg,set red with o six now,6
srwo7s.mpg,set red with o seven soon,6
srwo8p.mpg,set red with o eight please,6
srwo9a.mpg,set red with o nine again,6
srwv1s.mpg,set red with v one soon,6
srwv2p.mpg,set red with v two please,6
srwv3a.mpg,set red with v three again,6
srwvzn.mpg,set red with v zero now,6
swab6n.mpg,set white at b six now,6
swab7s.mpg,set white at b seven soon,6
swab8p.mpg,set white at b eight please,6
swab9a.mpg,set white at b nine again,6
swai1s.mpg,set white at i one soon,6
swai2p.mpg,set white at i two please,6
swai3a.mpg,set white at i three again,6
swaizn.mpg,set white at i zero now,6
swao4n.mpg,set white at o four now,6
swao5s.mpg,set white at o five soon,6
swao6p.mpg,set white at o six please,6
swao7a.mpg,set white at o seven again,6
swau8n.mpg,set white at u eight now,6
swau9s.mpg,set white at u nine soon,6
swav1a.mpg,set white at v one again,6
swavzp.mpg,set white at v zero please,6
swbc1s.mpg,set white by c one soon,6
swbc2p.mpg,set white by c two please,6
swbc3a.mpg,set white by c three again,6
swbczn.mpg,set white by c zero now,6
swbi4n.mpg,set white by i four now,6
swbi5s.mpg,set white by i five soon,6
swbi6p.mpg,set white by i six please,6
swbi7a.mpg,set white by i seven again,6
swbo8n.mpg,set white by o eight now,6
swbo9s.mpg,set white by o nine soon,6
swbp1a.mpg,set white by p one again,6
swbpzp.mpg,set white by p zero please,6
swbv2n.mpg,set white by v two now,6
swbv3s.mpg,set white by v three soon,6
swbv4p.mpg,set white by v four please,6
swbv5a.mpg,set white by v five again,6
swib2n.mpg,set white in b two now,6
swib3s.mpg,set white in b three soon,6
swib4p.mpg,set white in b four please,6
swib5a.mpg,set white in b five again,6
swih6n.mpg,set white in h six now,6
swih7s.mpg,set white in h seven soon,6
swih8p.mpg,set white in h eight please,6
swih9a.mpg,set white in h nine again,6
swio1s.mpg,set white in o one soon,6
swio2p.mpg,set white in o two please,6
swio3a.mpg,set white in o three again,6
swiozn.mpg,set white in o zero now,6
swiu4n.mpg,set white in u four now,6
swiu5s.mpg,set white in u five soon,6
swiu6p.mpg,set white in u six please,6
swiu7a.mpg,set white in u seven again,6
swwc4n.mpg,set white with c four now,6
swwc5s.mpg,set white with c five soon,6
swwc6p.mpg,set white with c six please,6
swwc7a.mpg,set white with c seven again,6
swwi8n.mpg,set white with i eight now,6
swwi9s.mpg,set white with i nine soon,6
swwj1a.mpg,set white with j one again,6
swwjzp.mpg,set white with j zero please,6
swwp2n.mpg,set white with p two now,6
swwp3s.mpg,set white with p three soon,6
swwp4p.mpg,set white with p four please,6
swwp5a.mpg,set white with p five again,6
swwv6n.mpg,set white with v six now,6
swwv7s.mpg,set white with v seven soon,6
swwv8p.mpg,set white with v eight please,6
swwv9a.mpg,set white with v nine again,6
